word,star,1,2,3,4,5
"AH-VAY, AHÜ VAY",***,isim,,,,
AH-VAYÇI,***,sifət,,,,
"AH-ZAR, AHÜ ZAR",***,isim,,,,
AX,***,nida,,,,
AXAN,***,fsifət,isim,,,
AXAR-BAXAR,***,isim,,,,
AXAR-BAXARLI,***,sifət,,,,
AXARLI,***,zərf,sifət,,,
AXARLIQ,***,isim,,,,
AXÇA,***,,,,,
AXÇASIZ,***,,,,,
AXDIRMAQ,***,fel,,,,
AXI,***,ədat,,,,
AXICI,***,sifət,,,,
AXICILIQ,***,isim,,,,
AXIDILMA,***,isim,,,,
AXIDILMAQ,***,fel,,,,
AXIM,***,isim,,,,
AXIN,***,fel,isim,zərf,,
AXINÖLÇƏN,***,isim,,,,
AXINTI,***,isim,,,,
AXINTILI,***,sifət,,,,
AXIR,***,fel,isim,sifət,,
AXIRDA,***,zərf,,,,
AXIR-ƏZƏL,***,fel,zərf,,,
AXIRI,***,zərf,,,,
AXIR(I) Kİ,***,,,,,
AXIRINCI,***,sifət,,,,
AXIRSIZ,***,sifət,,,,
AXIRSIZLIQ,***,isim,,,,
AXIR-UXUR,***,fel,isim,sifət,,
AXIRZAMAN,***,isim,,,,
AXIŞ,***,isim,,,,
AXIŞMA,***,isim,,,,
AXIŞMAQ,***,fel,,,,
AXITDIRMA,***,isim,,,,
AXITDIRMAQ,***,fel,,,,
AXITMA,***,isim,,,,
AXITMAQ,***,fel,,,,
AXIZDIRILMAQ,***,fel,,,,
AXIZDIRMAQ,***,fel,,,,
AXIZMAQ,***,fel,,,,
AXİRƏT,***,isim,,,,
AXİRƏTLİK,***,isim,,,,
AXİRƏTSİZ,***,sifət,,,,
AXİRÜLƏMR,***,,,,,
AXMA,***,isim,,,,
AXMAQ,***,fel,,,,
AXMAQ,***,sifət,zərf,,,
AXMAQCA(SINA),***,zərf,,,,
AXMAQLAMA,***,isim,,,,
AXMAQLAMAQ,***,fel,,,,
AXMAQLAŞMAQ,***,fel,,,,
AXMAQLIQ,***,fel,isim,sifət,,
AXNAŞMAQ,***,fel,isim,sifət,,
AXSAQLIQ,***,isim,,,,
AXSAQULAQ,***,isim,,,,
AXSAMA,***,isim,,,,
AXSAMAQ,***,fel,,,,
AXSAR,***,sifət,,,,
AXSATMA,***,isim,,,,
AXSATMAQ,***,fel,,,,
AXŞAM,***,isim,,,,
AXŞAMÇAĞI,***,fel,isim,sifət,zərf,
AXŞAMKI,***,sifət,,,,
AXŞAMQABAĞI,***,zərf,,,,
AXŞAMLAMA,***,isim,,,,
AXŞAMLAMAQ,***,fel,,,,
AXŞAMLIQ,***,isim,,,,
AXŞAMOLDU,***,isim,,,,
AXŞAMTƏRƏFİ,***,fel,isim,sifət,zərf,
AXŞAMÜSTÜ,***,fel,isim,sifət,zərf,
AXTAÇI,***,isim,,,,
AXTAXANA,***,isim,,,,
AXTALAMA,***,isim,,,,
AXTALAMAQ,***,fel,,,,
AXTALANMA,***,isim,,,,
AXTALANMAQ,***,fel,,,,
AXTALANMIŞ,***,fsifət,,,,
AXTALATMA,***,isim,,,,
AXTALATMAQ,***,fel,,,,
AXTARILAN,***,,fsifət,,,
AXTARILMA,***,isim,,,,
AXTARILMAQ,***,fel,,,,
AXTARIŞ,***,isim,,,,
AXTARIŞÇI,***,isim,,,,
AXTARIŞMA,***,isim,,,,
AXTARIŞMAQ,***,fel,,,,
AXTARMA,***,fel,,,,
AXTARMAQ,***,fel,,,,
AXTARTMAQ,***,fel,,,,
AX-TÜF,***,isim,,,,
AX-UF,***,isim,,,,
AXUND,***,isim,,,,
AXUNDLUQ,***,isim,,,,
AXUR,***,isim,,,,
AX-VAY,***,,,,,
AİD,***,qoşma,,,,
AİDİYYƏT,***,isim,,,,
AİDLİK,***,isim,,,,
AİLƏ,***,isim,,,,
AİLƏBAZ,***,fel,isim,sifət,,
AİLƏBAZLIQ,***,isim,,,,
AİLƏCANLI,***,sifət,,,,
AİLƏÇİLİK,***,isim,,,,
AİLƏLİ,***,sifət,,,,
AİLƏPƏRƏST,***,sifət,,,,
AİLƏPƏRƏSTLİK,***,isim,,,,
AİLƏSİZ,***,sifət,,,,
AİLƏSİZLİK,***,isim,,,,
AİLƏVİ,***,sifət,,,,
AJAN,***,,,,,
AJUR,***,isim,,,,
AKADEMİK,***,sifət,,,,
AKADEMİYA,***,,,,,
AKADEMİZM,***,,,,,
AKASİYA,***,isim,,,,
AKIN,***,isim,,,,
AKKORD,***,isim,,,,
AKKORDEON,***,,,,,
AKKORDEONÇU,***,isim,,,,
AKKREDİTİV,***,,,,,
AKKUMULYASİYA,***,,,,,
AKKUMULYATOR,***,,,,,
AKMEİZM,***,,,,,
AKR,***,isim,,,,
AKRİXİN,***,,,,,
AKROBAT,***,,,,,
AKROBATİK,***,sifət,,,,
AKROBATİKA,***,,,,,
AKROBATLIQ,***,isim,,,,
AKROPOL,***,,,,,
AKSELBANT,***,,,,,
AKSİOM,***,,,,,
AKSİONER,***,isim,,,,
AKSİYA,***,,,,,
AKSİYA,***,isim,,,,
AKSİZ,***,isim,,,,
AKT,***,isim,,,,
AKTİV,***,fel,,,,
AKTİV,***,,,,,
AKTİVLƏŞDİRİLMƏ,***,isim,,,,
AKTİVLƏŞDİRİLMƏK,***,fel,,,,
AKTİVLƏŞDİRMƏ,***,isim,,,,
AKTİVLƏŞDİRMƏK,***,fel,,,,
AKTİVLƏŞMƏ,***,isim,,,,
AKTİVLƏŞMƏK,***,fel,,,,
AKTİVLİK,***,isim,,,,
AKTRİSA,***,,,,,
AKTUAL,***,sifət,,,,
AKTUALLIQ,***,isim,,,,
AKTYOR,***,,,,,
AKTYORLUQ,***,isim,,,,
AKULƏ,***,isim,,,,
AKUSTİK,***,sifət,,,,
AKUSTİKA,***,,,,,
AKUŞKA,***,,,,,
AKVAREL,***,isim,,,,
AKVARELÇİ,***,isim,,,,
AKVARİUM,***,isim,,,,
AQ,***,,,,,
AQAVA,***,isim,,,,
AQİBƏT,***,isim,,,,
AQİBƏTLİ,***,sifət,,,,
AQİBƏTSİZ,***,sifət,,,,
AQİBƏTSİZLİK,***,isim,,,,
AQİL,***,sifət,,,,
AQİLANƏ,***,sifət,zərf,,,
AQNOSTİK,***,,,,,
AQNOSTİSİZM,***,,,,,
AQRAR,***,sifət,,,,
AQRARİ,***,,,,,
AQREQAT,***,,,,,
AQREQAT,***,isim,,,,
AQREQATÇI,***,isim,,,,
AQROBİOLOGİYA,***,,,,,
AQROBİOLOJİ,***,sifət,,,,
AQROKİMYA,***,isim,,,,
AQROKİMYƏVİ,***,sifət,,,,
AQROMƏNTƏQƏ,***,isim,,,,
AQROMİNİMUM,***,,,,,
AQRONOM,***,,,,,
AQRONOMİK,***,sifət,,,,
AQRONOMİYA,***,,,,,
AQRONOMLUQ,***,fel,isim,sifət,,
AQROŞƏHƏR,***,isim,,,,
AQROTEXNİKA,***,,,,,
AQROTEXNİKİ,***,sifət,,,,
AL,***,fel,isim,sifət,,
AL,***,isim,,,,
AL,***,isim,,,,
ALA,***,fel,isim,sifət,,
ALA,***,isim,,,,
ALA,***,isim,,,,
ALA-BABAT,***,sifət,zərf,,,
ALA-BABATLIQ,***,isim,,,,
ALABAXTA,***,isim,,,,
ALABALIQ,***,isim,,,,
ALABANÇI,***,isim,,,,
ALABANÇILIQ,***,isim,,,,
ALABAŞ,***,isim,,,,
ALABAYDAQ,***,isim,,,,
ALA-BƏZƏK,***,sifət,,,,
ALA-BƏZƏKLİK,***,isim,,,,
ALABƏZGƏK,***,isim,,,,
ALA-BİŞMİŞ,***,sifət,,,,
ALABUĞA,***,isim,,,,
ALA-BULA,***,sifət,,,,
ALA-BULALIQ,***,isim,,,,
ALA-BULANIQ,***,sifət,zərf,,,
ALACA,***,,,,,
ALACA,***,sifət,,,,
ALACAQ,***,isim,,,,
ALACAQANAD,***,isim,,,,
ALACAQLI,***,fel,isim,sifət,,
ALACAQ-VERƏCƏK,***,isim,,,,
ALACALANMA,***,isim,,,,
ALACALANMAQ,***,fel,,,,
ALACALI,***,sifət,,,,
ALACALIQ,***,isim,,,,
ALACƏHRƏ,***,isim,,,,
ALACƏHRƏ,***,isim,,,,
ALA-ÇALPOV,***,isim,,,,
ALA-ÇARPAZ,***,sifət,zərf,,,
ALAÇI,***,isim,,,,
ALAÇIQ,***,isim,,,,
ALA-ÇİY,***,zərf,sifət,,,
ALADAĞ,***,sifət,,,,
ALA-DƏYMİŞ,***,sifət,,,,
ALADODAQ,***,sifət,,,,
ALAF,***,isim,,,,
ALAFA,***,isim,,,,
ALAFİRƏNGİ,***,,,,,
ALAFLAMA,***,isim,,,,
ALAFLAMAQ,***,fel,,,,
ALAFRANQA,***,,,,,
ALAGÖL,***,isim,,,,
ALAGÖZ(LÜ),***,sifət,,,,
ALAGÜLLÜK,***,isim,,,,
ALAĞAC,***,isim,,,,
ALAHI,***,sifət,,,,
ALAX-BULAX,***,sifət,,,,
ALAKEŞ,***,isim,,,,
ALAKEŞ,***,sifət,,,,
ALAKÖLGƏ,***,isim,,,,
ALAKÜLÜNG,***,isim,,,,
ALAQ,***,isim,,,,
ALAQANAD,***,isim,,,,
ALAQANQAL,***,isim,,,,
ALAQAPI,***,isim,,,,
ALAQARANLIQ,***,,sifət,,,
ALAQARĞA,***,isim,,,,
ALAQARIN,***,sifət,zərf,,,
ALA-QARSAQ,***,sifət,,,,
ALAQÇI,***,isim,,,,
ALAQÇILIQ,***,isim,,,,
ALAQÇİN,***,isim,,,,
ALAQDƏRƏN,***,,,,,
ALAQLAMA,***,isim,,,,
ALAQLAMAQ,***,fel,,,,
ALAQLANMA,***,isim,,,,
ALAQLANMAQ,***,fel,,,,
ALAQLI,***,sifət,,,,
ALAQLIQ,***,isim,,,,
ALA-QOLAY,***,zərf,,,,
ALA-QOLAYLIQ,***,isim,,,,
ALA-QORA,***,sifət,,,,
ALALANMA,***,isim,,,,
ALALANMAQ,***,fel,,,,
ALALI,***,sifət,,,,
ALAM,***,isim,,,,
ALAMAN,***,isim,,,,
ALAMANÇI,***,isim,,,,
ALAMANÇILIQ,***,isim,,,,
ALAMƏZHƏB,***,sifət,,,,
ALANA,***,isim,,,,
ALA-NƏM,***,sifət,zərf,,,
ALANI,***,isim,,,,
ALANQU,***,isim,,,,
ALAPAÇA,***,isim,,,,
ALAPARS,***,isim,,,,
ALAPƏLƏNG(İ),***,sifət,,,,
ALAPISRAQ,***,isim,,,,
ALA-PÖRTÜ,***,zərf,sifət,,,
ALA-SEYRƏK,***,sifət,zərf,,,
ALA-SÜTÜL,***,zərf,sifət,,,
ALAŞ,***,isim,,,,
ALAŞA,***,isim,,,,
ALAŞIQ-DOLAŞIQ,***,sifət,,,,
ALA-TALA,***,sifət,,,,
ALA-TORAN,***,,,,,
ALA-TORANLIQ,***,,,,,
ALAY,***,isim,zərf,,,
ALA-YARIM(ÇIQ),***,sifət,zərf,,,
ALA-YARIMÇIQLIQ,***,isim,,,,
ALA-YARIMÇILIQ,***,sifət,zərf,,,
ALA-YETİŞMİŞ,***,sifət,,,,
ALAYONCA,***,isim,,,,
ALAZLAMAQ,***,fel,,,,
ALAZLANMAQ,***,fel,,,,
ALBALI,***,isim,,,,
ALBALILIQ,***,isim,,,,
ALBAN,***,isim,,,,
ALBANCA,***,sifət,zərf,,,
ALBİNİZM,***,,,,,
ALBİNOS,***,,,,,
ALBOM,***,,,,,
ALBUXARA,***,isim,,,,
ALÇA,***,isim,,,,
ALÇACIQ,***,sifət,,,,
ALÇAQ,***,fel,isim,sifət,,
ALÇAQBOY(LU),***,sifət,,,,
ALÇAQCA,***,sifət,,,,
ALÇAQCASINA,***,sifət,zərf,,,
ALÇAQDAN,***,zərf,,,,
ALÇAQLANDIRMAQ,***,fel,,,,
ALÇAQLANMAQ,***,fel,,,,
ALÇAQLAŞDIRMAQ,***,fel,,,,
ALÇAQLATMAQ,***,fel,,,,
ALÇAQLIQ,***,isim,,,,
ALÇAQTƏPƏLİ,***,sifət,,,,
ALÇALDILMA,***,isim,,,,
ALÇALDILMAQ,***,fel,,,,
ALÇALIQ,***,isim,,,,
ALÇALMA,***,isim,,,,
ALÇALMAQ,***,fel,,,,
ALÇALTMA,***,isim,,,,
ALÇALTMAQ,***,fel,,,,
ALÇI,***,isim,,,,
ALÇIDAŞI,***,isim,,,,
ALDADICI,***,sifət,,,,
ALDADICILIQ,***,isim,,,,
ALDADILMA,***,isim,,,,
ALDADILMAQ,***,fel,,,,
ALDANIŞ,***,isim,,,,
ALDANMA,***,isim,,,,
ALDANMAQ,***,fel,,,,
ALDATMA,***,isim,,,,
ALDATMAQ,***,fel,,,,
ALDƏYİŞİK,***,isim,,,,
ALDI-QAÇDI,***,zərf,,,,
ALDIRMA,***,isim,,,,
ALDIRMAQ,***,fel,,,,
ALDIRMAMAQ,***,fel,,,,
ALEBASTR,***,,,,,
ALEUT,***,isim,,,,
AL-ƏLVAN,***,sifət,,,,
ALƏM,***,isim,,,,
ALƏMARA(Y),***,sifət,,,,
ALƏM-AŞKAR,***,sifət,zərf,,,
ALƏMƏFRUZ,***,sifət,,,,
ALƏMGİR,***,sifət,,,,
ALƏMŞÜMUL,***,sifət,,,,
ALƏMTAB,***,sifət,,,,
ALƏT,***,isim,,,,
ALƏTÇİ,***,isim,,,,
ALFA,***,,,,,
ALĞI,***,isim,,,,
ALĞI-SATQI,***,isim,,,,
ALI,***,isim,,,,
ALIB-ALACAQ,***,isim,,,,
ALIB-ALDATMAQ,***,fel,,,,
ALIB-SATMA,***,isim,,,,
ALIB-SATMAQ,***,fel,,,,
ALIB-VERƏCƏK,***,isim,,,,
ALICI,***,fel,isim,sifət,,
ALICI,***,sifət,,,,
ALICILIQ,***,isim,,,,
ALIQ,***,isim,,,,
ALIQ-ALIQ,***,zərf,,,,
ALIQLAMA,***,isim,,,,
ALIQLAMAQ,***,fel,,,,
ALIM,***,isim,,,,
ALIM-SATIM,***,isim,,,,
ALIN,***,isim,,,,
ALINLIQ,***,isim,,,,
ALINMA,***,isim,sifət,,,
ALINMAQ,***,fel,,,,
ALINMAQ,***,fel,,,,
ALINMAZ,***,sifət,,,,
ALINMAZLIQ,***,isim,,,,
ALIŞ,***,isim,,,,
ALIŞDIMYANDIM,***,isim,,,,
ALIŞDIRILMA,***,isim,,,,
ALIŞDIRILMAQ,***,fel,,,,
ALIŞDIRILMAQ,***,fel,,,,
ALIŞDIRMA,***,isim,,,,
ALIŞDIRMA,***,isim,,,,
ALIŞDIRMAQ,***,fel,,,,
ALIŞDIRMAQ,***,fel,,,,
ALIŞIB-VERİŞMƏK,***,fel,,,,
ALIŞIQ,***,isim,,,,
ALIŞIQ,***,sifət,,,,
ALIŞQAN,***,fel,isim,sifət,,
ALIŞQAN,***,sifət,,,,
ALIŞQANLIQ,***,isim,,,,
ALIŞMA,***,isim,,,,
ALIŞMA,***,isim,,,,
ALIŞMA,***,isim,,,,
ALIŞMAQ,***,fel,,,,
ALIŞMAQ,***,fel,,,,
ALIŞMALIQ,***,sifət,,,,
ALIŞ-VERİŞ,***,isim,,,,
ALIŞ-VERİŞÇİ,***,isim,,,,
ALİ,***,sifət,,,,
ALİCAH,***,isim,,,,
ALİCƏNAB,***,,sifət,,,
ALİCƏNABLIQ,***,,isim,,,
ALİGÖVHƏR,***,sifət,,,,
ALİM,***,fel,isim,sifət,,
ALİMANƏ,***,,,,,
ALİMCƏSİNƏ,***,zərf,,,,
ALİMENT,***,isim,,,,
ALİMƏKAN,***,sifət,,,,
ALİMƏQAM,***,sifət,,,,
ALİMƏNSƏB,***,sifət,,,,
ALİMLİK,***,isim,,,,
ALİMNÜMA,***,isim,,,,
ALİMNÜMALIQ,***,isim,,,,
ALİNƏSƏB,***,sifət,,,,
"ALİŞAN, ALİŞƏN",***,sifət,,,,
ALİTƏHSİLLİ,***,fel,isim,sifət,,
ALİYƏ,***,sifət,,,,
ALİZARİN,***,,,,,
ALKALOİD,***,,,,,
ALKOQOL,***,isim,,,,
ALKOQOLLU,***,sifət,,,,
ALKOQOLSUZ,***,sifət,,,,
AL-QIRMIZI,***,sifət,,,,
ALQIŞ,***,isim,,,,
ALQIŞLAMA,***,isim,,,,
ALQIŞLAMAQ,***,fel,,,,
ALQIŞLANMA,***,isim,,,,
ALQIŞLANMAQ,***,fel,,,,
ALLAF,***,isim,,,,
ALLAFBAZAR,***,isim,,,,
ALLAFLIQ,***,isim,,,,
ALLAH,***,fel,isim,,,
ALLAHAXTARAN,***,isim,,,,
ALLAHAXTARICI,***,isim,,,,
ALLAHAXTARICILIQ,***,isim,,,,
ALLAHARAYICI,***,isim,,,,
ALLAHARAYICILIQ,***,isim,,,,
ALLAHQURUCU,***,isim,,,,
ALLAHQURUCULUQ,***,isim,,,,
ALLAHLIQ,***,isim,,,,
ALLAHPAYI,***,isim,,,,
ALLAHPƏRƏST,***,isim,,,,
ALLAHPƏRƏSTLİK,***,isim,,,,
ALLAHSIZ,***,fel,isim,sifət,,
ALLAHSIZLIQ,***,isim,,,,
ALLANMA,***,isim,,,,
ALLANMAQ,***,fel,,,,
ALLAŞDIRILMA,***,isim,,,,
ALLAŞDIRILMAQ,***,fel,,,,
ALLAŞDIRMA,***,isim,,,,
ALLAŞDIRMAQ,***,fel,,,,
ALLEQORİK,***,sifət,,,,
ALLEQORİYA,***,,,,,
ALLEQRO,***,,,,,
ALLERGİYA,***,isim,,,,
ALLI,***,sifət,,,,
ALLI-ƏLVANLI,***,zərf,sifət,,,
ALLI-GÜLLÜ,***,sifət,,,,
ALLIQ,***,isim,,,,
ALLI-ŞALLI,***,sifət,,,,
ALLİTERASİYA,***,isim,,,,
ALLO,***,nida,,,,
ALMA,***,isim,,,,
ALMA,***,isim,,,,
ALMA-ARMUDLUQ,***,isim,,,,
ALMACIQ,***,isim,,,,
ALMAÇI,***,isim,,,,
ALMAGÜVƏSİ,***,isim,,,,
ALMAQ,***,fel,,,,
ALMALIQ,***,isim,,,,
ALMALIQ,***,isim,,,,
ALMAN,***,isim,,,,
ALMANAX,***,,,,,
ALMANCA,***,sifət,zərf,,,
ALMANPƏRƏST,***,isim,,,,
ALMANPƏRƏSTLİK,***,isim,,,,
ALMAYANAQ,***,sifət,,,,
ALMAZ,***,fel,isim,,,
ALMAZI,***,sifət,,,,
ALNIAÇIQ,***,zərf,sifət,,,
ALOV,***,isim,,,,
ALOVGÖZLÜ,***,sifət,,,,
ALOVLANDIRILMAQ,***,fel,,,,
ALOVLANDIRMA,***,fel,isim,,,
ALOVLANDIRMAQ,***,fel,,,,
ALOVLANMA,***,isim,,,,
ALOVLANMAQ,***,fel,,,,
ALOVLATMAQ,***,fel,,,,
ALOVLU,***,sifət,,,,
ALOVLULUQ,***,isim,,,,
ALOVSAÇAN,***,sifət,,,,
ALP,***,,isim,,,
ALPİNİST,***,isim,isim,,,
ALPİNİZM,***,,,,,
ALT,***,fel,isim,,,
ALTAĞIZ,***,isim,,,,
ALTDAN,***,zərf,,,,
ALTDAN-ÜSTDƏN,***,zərf,,,,
ALTDAN-YUXARI,***,zərf,,,,
ALTERASİYA,***,,,,,
ALTERNATİV,***,isim,,,,
ALTI,***,say,zərf,,,
ALTIAÇIQ,***,fel,isim,sifət,,
ALTIAÇILAN,***,isim,,,,
ALTIAVARLI,***,sifət,,,,
ALTIAYLIQ,***,sifət,,,,
ALTIBARMAQ,***,sifət,,,,
ALTIBAŞLI,***,sifət,,,,
ALTIBUCAQ,***,isim,,,,
ALTIBUCAQLI,***,sifət,,,,
ALTICƏHƏT,***,sifət,,,,
ALTICƏRGƏLİ,***,sifət,,,,
ALTIDÜYMƏ,***,sifət,,,,
ALTIGÜLLÜK,***,isim,,,,
ALTIGÜNLÜK,***,fel,isim,sifət,,
ALTIQATLI,***,sifət,,,,
ALTILIQ,***,fel,isim,sifət,,
ALTIMANATLIQ,***,sifət,,,,
ALTIMƏRTƏBƏ(Lİ),***,sifət,,,,
ALTINCI,***,say,,,,
ALTISAATLIQ,***,sifət,,,,
ALTITARLALI,***,sifət,,,,
ALTIÜZLÜ,***,sifət,,,,
ALTIYANLI,***,sifət,,,,
ALTIYAŞAR,***,sifət,,,,
ALTIYAŞLI,***,sifət,,,,
ALTLIQ,***,isim,,,,
ALTMIŞ,***,say,,,,
ALTMIŞINCI,***,say,,,,
ALTMIŞLIQ,***,sifət,,,,
ALTO,***,,,,,
ALTRUİZM,***,,,,,
ALTUN,***,isim,,,,
ALT-ÜST,***,zərf,,,,
ALU,***,isim,,,,
ALUDƏ,***,,,,,
ALUDƏLİK,***,,isim,,,
ALUNİT,***,,,,,
ALÜMİN,***,,,,,
ALÜMİNİUM,***,isim,,,,
ALÜMİNİUMLU,***,sifət,,,,
ALVER,***,isim,,,,
ALVERÇİ,***,isim,,,,
ALVERÇİLİK,***,isim,,,,
ALYANAQ(LI),***,sifət,,,,
AL-YAŞIL,***,isim,,,,
AM,***,isim,,,,
AMAC,***,isim,,,,
AMADƏ,***,zərf,,,,
AMADƏLİK,***,isim,,,,
AMAL,***,isim,,,,
AMALQAMA,***,,,,,
AMAN,***,fel,isim,nida,,
AMANABƏND,***,zərf,,,,
AMANATABƏND,***,zərf,,,,
AMANI,***,zərf,,,,
AMANSIZ,***,,sifət,,,
AMANSIZCA(SINA),***,zərf,,,,
AMANSIZLIQ,***,isim,,,,
AMAN-ZAMAN,***,sifət,,,,
AMAZONLAR,***,fel,isim,isim,,
AMBIL,***,isim,,,,
AMBIR,***,isim,,,,
AMBIRAĞIZ,***,isim,,,,
AMBİSİYA,***,isim,,,,
AMBULATORİYA,***,isim,,,,
"AMERİKALI, AMERİKAN",***,isim,,,,
AMERİKANİZM,***,isim,isim,,,
AMFİBİYA,***,,,,,
AMFİTEATR,***,,,,,
AMFORA,***,isim,,,,
AMİL,***,isim,,,,
AMİL,***,isim,,,,
AMİLLİK,***,isim,,,,
AMİN,***,,,,,
AMİNXAN,***,,,,,
AMİR,***,isim,,,,
AMİRANƏ,***,sifət,zərf,,,
AMİRLİK,***,isim,,,,
AMMA,***,bağlayıcı,fel,,,
AMMİAK,***,,,,,
AMMONİUM,***,,,,,
AMNİSTİYA,***,,,,,
AMORF,***,sifət,,,,
AMORTİZASİYA,***,,,,,
AMORTİZATOR,***,,,,,
AMPER,***,isim,isim,,,
AMPERMETR,***,isim,isim,,,
AMPİR,***,,,,,
AMPLİTUDA,***,,,,,
AMPLUA,***,,,,,
AMPUL,***,isim,,,,
AMYÖB,***,,,,,
AN,***,isim,,,,
ANA,***,isim,,,,
ANA-BACI,***,isim,,,,
ANA-BALA,***,isim,,,,
ANAC,***,sifət,,,,
ANACAN,***,isim,,,,
"ANACIQ, ANACIĞAZ",***,,,,,
ANACLANMAQ,***,fel,,,,
ANACLIQ,***,isim,,,,
ANA(DAN)BİR,***,sifət,,,,
ANADANDOĞMA,***,sifət,,,,
ANADANGƏLMƏ,***,sifət,,,,
ANAFORA,***,isim,,,,
ANAXRONİZM,***,,,,,
ANAXTAR,***,isim,,,,
ANAKONDA,***,isim,,,,
ANALGİN,***,isim,,,,
ANALI,***,sifət,,,,
ANALI-ATALI,***,zərf,sifət,,,
ANALI-BALALI,***,zərf,,,,
ANALIQ,***,fel,isim,sifət,,
ANALİTİK,***,sifət,,,,
ANALİZ,***,,,,,
ANALOGİYA,***,,,,,
ANANAS,***,,,,,
ANARXİYA,***,,,,,
ANARXİZM,***,,,,,
ANARXO-SİNDİKALİST,***,,,,,
ANARXO-SİNDİKALİZM,***,,,,,
ANASIZ,***,fel,isim,sifət,,
ANASIZLIQ,***,isim,,,,
ANAŞA,***,isim,,,,
ANAŞAÇƏKƏN,***,isim,,,,
ANAŞAÇI,***,isim,,,,
ANATOM,***,isim,,,,
ANATOMİK,***,sifət,,,,
ANATOMİYA,***,isim,,,,
ANAYOLU,***,isim,,,,
ANBAAN,***,zərf,,,,
ANBAR,***,fel,isim,,,
ANBARÇI,***,isim,,,,
ANBARÇILIQ,***,isim,,,,
ANBARDAR,***,isim,,,,
ANBARDARLIQ,***,isim,,,,
ANBARGÜVƏSİ,***,isim,,,,
ANBARLAMAQ,***,fel,,,,
ANCAQ,***,bağlayıcı,zərf,,,
AND,***,,isim,,,
AND-AMAN,***,,,,,
ANDÇI,***,isim,,,,
ANDDAŞ,***,isim,,,,
ANDIR,***,isim,,,,
ANDIRMAQ,***,fel,,,,
ANDIZ,***,isim,,,,
ANDIZLIQ,***,isim,,,,
ANDLAŞMA,***,isim,,,,
ANDLAŞMAQ,***,fel,,,,
ANDLI,***,sifət,,,,
ANEKDOT,***,,,,,
ANƏN,***,zərf,,,,
ANGİNA,***,,,,,
ANILMA,***,isim,,,,
ANILMAQ,***,fel,,,,
ANIŞ,***,,isim,,,
ANİ,***,,sifət,,,
ANİLİK,***,isim,,,,
ANİMİZM,***,,,,,
ANKET,***,,,,,
ANKLAV,***,isim,,,,
ANQAR,***,,,,,
ANQIRIŞMAQ,***,fel,,,,
ANQIRMA,***,isim,,,,
ANQIRMAQ,***,fel,,,,
ANQIRTI,***,isim,,,,
ANQIRTMA,***,isim,,,,
ANQIRTMAQ,***,fel,,,,
ANQUT,***,isim,,,,
ANQUTBOĞAZ,***,sifət,,,,
ANLADILMA,***,isim,,,,
ANLADILMAQ,***,fel,,,,
ANLAQ,***,isim,,,,
ANLAQLI,***,sifət,,,,
ANLAQLIQ,***,isim,,,,
ANLAQSIZ,***,sifət,,,,
ANLAQSIZLIQ,***,isim,,,,
ANLAMA,***,isim,,,,
ANLAMAQ,***,fel,,,,
ANLAMAZ,***,sifət,,,,
ANLAMAZLIQ,***,isim,,,,
ANLAŞIQLI,***,sifət,,,,
ANLAŞILAN,***,,,,,
ANLAŞILMA,***,isim,,,,
ANLAŞILMAQ,***,fel,,,,
ANLAŞILMAZ,***,sifət,,,,
ANLAŞILMAZLIQ,***,isim,,,,
ANLAŞMA,***,isim,,,,
ANLAŞMAQ,***,fel,,,,
ANLATMA,***,isim,,,,
ANLATMAQ,***,fel,,,,
ANLAYAN,***,fsifət,,,,
ANLAYIŞ,***,isim,,,,
ANLAYIŞLI,***,sifət,,,,
ANLI,***,,sifət,,,
ANMA,***,isim,,,,
ANMAQ,***,fel,,,,
ANOD,***,,,,,
ANOFELES,***,,,,,
ANONİM,***,fel,,,,
ANONS,***,,,,,
ANORMAL,***,,sifət,,,
ANORMALLIQ,***,isim,,,,
ANRI,***,sifət,zərf,,,
ANSAMBL,***,,,,,
ANSIZ,***,sifət,zərf,,,
ANSIZIN,***,sifət,zərf,,,
ANSIZLIQ,***,isim,,,,
ANŞLAQ,***,,,,,
ANTAQONİST,***,,,,,
ANTAQONİZM,***,,,,,
ANTARKTİK,***,sifət,,,,
ANTARKTİKA,***,,,,,
ANTENA,***,,,,,
ANTİBİOTİK,***,sifət,,,,
ANTİBİOTİKLƏR,***,,,,,
ANTİFAŞİST,***,sifət,,,,
ANTİK,***,sifət,,,,
ANTİNOMİYA,***,,,,,
ANTİSEMİT,***,,,,,
ANTİSEMİTİZM,***,,,,,
ANTİSEPTİK,***,sifət,,,,
ANTİSEPTİKA,***,,,,,
ANTİSOVET,***,sifət,,,,
ANTİTEZA,***,isim,,,,
ANTİTEZİS,***,,,,,
ANTOLOGİYA,***,,,,,
ANTON,***,isim,isim,,,
ANTONİM,***,,,,,
ANTRAKT,***,,,,,
ANTROPOLOGİYA,***,isim,,,,
ANTROPOLOJİ,***,sifət,,,,
ANTROPOLOQ,***,,,,,
ANTROPOMORFİZM,***,,,,,
AORTA,***,isim,,,,
APAÇIQ,***,sifət,zərf,,,
APAĞ,***,sifət,,,,
APARAT,***,,,,,
APARATÇI,***,isim,,,,
APARICI,***,sifət,,,,
APARILMA,***,isim,,,,
APARILMAQ,***,fel,,,,
APARMA,***,isim,,,,
